Target,Correlation,p_value,q_value
GRAS,-0.003013864,0.749062898,0.870043435
GRASP55_65,-0.006443475,0.494050226,0.870043435
GRDA,-0.003052077,0.745990344,0.870043435
GRDB,-0.003310941,0.725284126,0.870043435
GRDP-like,-0.001726818,0.854582397,0.874908915
GRP,-0.008036201,0.393697693,0.870043435
GRXCR1_C,-0.008422073,0.371382328,0.870043435
GSCFA,-0.004416296,0.639267674,0.870043435
GSDH,-0.017562102,0.062309621,0.332847087
GSH-S_ATP,-0.012150555,0.197176095,0.700132974
GSH-S_N,-0.008491032,0.367478591,0.870043435
GSHPx,-0.021324405,0.023604319,0.161944448
GSH_synth_ATP,-0.013674305,0.146673717,0.591878227
GSH_synthase,-0.013674305,0.146673717,0.591878227
GSIII_N,-0.002127975,0.821316962,0.870043435
GSPE_N1E,-0.023050309,0.014414895,0.110649591
GSP_synth,-0.013522841,0.151200621,0.604435621
GST_C,-0.038158581,5.09E-05,0.000779735
GST_C_2,-0.038682532,4.01E-05,0.000625323
GST_C_3,-0.030148258,0.001371926,0.015170111
GST_C_4,-0.003015104,0.748963156,0.870043435
GST_C_5,-0.00578646,0.539118004,0.870043435
GST_C_6,-0.011975151,0.203721382,0.712623203
GST_C_7,-0.010668659,0.257490076,0.804778604
GST_C_8,-0.008115736,0.389032904,0.870043435
GST_N,-0.042302908,7.06E-06,0.000128876
GST_N_2,-0.042644529,5.95E-06,0.000110172
GST_N_3,-0.043320765,4.23E-06,8.07E-05
GST_N_4,-0.012099576,0.199062333,0.703513313
GST_N_5,-0.004717479,0.616589749,0.870043435
GT-B_Sucrose_synth,-0.003083419,0.743473155,0.870043435
GT-D,-0.002154659,0.819114845,0.870043435
GT-D-like,-0.00301108,0.749286916,0.870043435
GT4-conflict,-0.044476473,2.33E-06,4.63E-05
GT87,-0.006713312,0.476142211,0.870043435
GTA_TIM,-0.00214851,0.819622189,0.870043435
GTA_holin_3TM,-0.004663492,0.620628829,0.870043435
GTP-bdg_M,-0.005883247,0.532351806,0.870043435
GTP-bdg_N,-0.005883247,0.532351806,0.870043435
GTP-eEF1A_C,-0.013120716,0.163735171,0.631346614
GTP1_OBG,-0.00214851,0.819622189,0.870043435
GTP_CH_N,-0.002122066,0.821804724,0.870043435
GTP_EFTU,-0.047317202,5.04E-07,1.12E-05
GTP_EFTU_D2,-0.015933804,0.090792633,0.43678341
GTP_EFTU_D3,-0.004792428,0.611001686,0.870043435
GTP_cyclohydro2,-0.01355241,0.150308598,0.602105754
GTP_cyclohydroI,-0.013187855,0.16158961,0.627690458
GUCT,-0.002222683,0.813507691,0.870043435
GUN4,-0.008448595,0.369877859,0.870043435
GW,-0.006562412,0.486112736,0.870043435
GXGXG,-0.012141042,0.197527079,0.700297559
GXWXG,-0.011141413,0.236998115,0.773648249
GYD,-0.009042134,0.337205899,0.870043435
GYF_2,-0.003493515,0.71079913,0.870043435
G_glu_transpept,-0.024621491,0.008959856,0.075261481
Gag_p12,-0.001990329,0.832698073,0.870043435
Gal-3-0_sulfotr,-0.003922408,0.677187727,0.870043435
Gal-bind_lectin,-0.002166646,0.818126108,0.870043435
Gal80p_C-like,-0.015459843,0.100814356,0.469205799
GalBD_like,-0.002181783,0.816877938,0.870043435
GalKase_gal_bdg,-0.008138241,0.387719071,0.870043435
GalP_UDP_tr_C,-0.008148372,0.387128505,0.870043435
GalP_UDP_transf,-0.008148372,0.387128505,0.870043435
Gal_mutarotas_2,-0.010234052,0.277384805,0.827897133
Gal_mutarotas_3,-0.002181783,0.816877938,0.870043435
Galactosyl_T,-0.002166646,0.818126108,0.870043435
Galanin,-0.002101429,0.823509017,0.870043435
Gallidermin,-0.004100842,0.663386749,0.870043435
Gam,-0.001923086,0.838270906,0.870043435
Gamma_PGA_hydro,-0.005601837,0.552142987,0.870043435
GapR_DNA-bd,-0.010234398,0.277368586,0.827897133
Gas_vesicle,-0.003661419,0.69756935,0.870043435
Gastrin,-0.002205705,0.814906295,0.870043435
GatB_N,-0.002133422,0.820867293,0.870043435
GatB_Yqey,-0.008376424,0.373980549,0.870043435
GatZ_KbaZ-like,-0.010927111,0.246139823,0.786212805
Gate,-0.024161767,0.010324487,0.084568405
GbpA_2,-0.005249996,0.577384795,0.870043435
GbpA_D3,-0.00216746,0.818058944,0.870043435
GbpC,-0.014815416,0.115832128,0.513895487
GcpE,-0.003065431,0.744917492,0.870043435
GcrA,-0.010507889,0.264730975,0.815253494
GcvP2_C,-0.007134301,0.448927631,0.870043435
Gcw_chp,-0.005984866,0.525294343,0.870043435
Ge1_WD40,-0.014250986,0.130382326,0.551256069
GemA,-0.006541886,0.487477653,0.870043435
Gemin6,-0.003135337,0.739309611,0.870043435
Gemini_AL1,-0.000197115,0.983308916,0.984418553
Gemini_V2,-0.002988183,0.751130087,0.870043435
GerA,-0.021047298,0.025477239,0.171930364
GerD,-0.003033426,0.747489493,0.870043435
GerE,-0.085136863,1.40E-19,1.15E-17
Germane,-0.003111339,0.741233197,0.870043435
GhoS,-0.002130857,0.821079057,0.870043435
GidB,-0.010615282,0.259878735,0.808519409
Gifsy-2,-0.002200465,0.815338101,0.870043435
Gig2-like,-0.011773556,0.211437657,0.728130934
GlcNAc,-0.002095754,0.823977804,0.870043435
GlcNAc_2-epim,-0.013631152,0.147952755,0.596197815
GldH_lipo,-0.001921803,0.838377328,0.870043435
GlfT2_domain3,-0.001564233,0.868142068,0.884324845
GlgB_N,-0.028981956,0.002093569,0.021890423
GlgE_dom_N_S,-0.009598908,0.308299177,0.868614251
GlgS,-0.018229956,0.052992097,0.294932992
GlgX_C,-0.005219632,0.579588405,0.870043435
Gln-synt_C,-0.02114979,0.02477004,0.167746843
Gln-synt_C-ter,-0.002127975,0.821316962,0.870043435
Gln-synt_N,-0.01301803,0.167058094,0.638543113
Gln-synt_N_2,-0.011463612,0.223709632,0.752291049
GlnD_UR_UTase,-0.004651092,0.621558102,0.870043435
GlnE,-0.00214851,0.819622189,0.870043435
GlnR_1st,-0.011658293,0.215943319,0.738137018
Gln_amidase,-0.002171967,0.817687268,0.870043435
Gln_amidase_like,-0.01158272,0.218934723,0.743704022
Gln_deamidase_2,-0.002128882,0.821242048,0.870043435
Globin,-0.016279016,0.084010235,0.416547739
GlpM,-0.002160956,0.818595439,0.870043435
Glrx-like,-0.03616525,0.000123219,0.001727764
Glt_symporter,-0.018537029,0.049115854,0.278903564
GluRS_N,-0.00401328,0.670145313,0.870043435
Glu_cyclase_2,-0.008789147,0.350898268,0.870043435
Glu_cys_ligase,-0.011587472,0.218745756,0.743644684
Glu_dehyd_C,-0.042380776,6.79E-06,0.000124155
Glu_syn_central,-0.004813381,0.609443451,0.870043435
Glu_synthase,-0.026457489,0.004976671,0.045158104
Glucodextran_B,-0.014062106,0.135556015,0.565617771
Glucodextran_N,-0.008379668,0.373795547,0.870043435
Glucokinase,-0.011063585,0.240289968,0.778445001
Gluconate_2-dh3,-0.012950542,0.169269441,0.643100558
Glucos_trans_II,-0.010758489,0.25350462,0.799253358
Glucosamine_iso,-0.01048755,0.265656951,0.815713252
Glucosaminidase,-0.03267334,0.000523003,0.006396388
Glug,-0.005111545,0.58746444,0.870043435
GlutR_N,-0.005255695,0.576971631,0.870043435
GlutR_dimer,-0.003765521,0.689412486,0.870043435
Glutaminase,-0.007576104,0.421341285,0.870043435
Glutaredoxin,-0.0477471,3.97E-07,8.95E-06
Glutaredoxin2_C,-0.005773735,0.540010767,0.870043435
Glutenin_hmw,-0.001323977,0.888249552,0.899875446
Gly-rich_Ago1,-0.002166783,0.818114786,0.870043435
Gly-zipper_Omp,-0.020200585,0.032017286,0.203110757
Gly-zipper_OmpA,-0.013167636,0.162233516,0.629132193
Gly-zipper_YMGG,-0.022859997,0.015243234,0.115127844
Gly_kinase,-0.010983128,0.243726724,0.783229982
Gly_radical,-0.015847629,0.092552669,0.443276548
Gly_reductase,-0.003310941,0.725284126,0.870043435
Gly_rich_2,-0.004676963,0.619619904,0.870043435
Gly_rich_SFCGS,-0.009358155,0.320591352,0.870043435
Gly_transf_sug,-0.025827573,0.006113145,0.054066639
Gly_transporter,-0.008630174,0.359680054,0.870043435
Glyco_H_20C_C,-0.00638269,0.498133478,0.870043435
Glyco_hyd_101C,-0.002181783,0.816877938,0.870043435
Glyco_hyd_65N_2,-0.006007705,0.523714784,0.870043435
Glyco_hydr_30_2,-0.005204511,0.580687262,0.870043435
Glyco_hydro127C,-0.011284282,0.231038489,0.764801061
Glyco_hydro127M,-0.012072658,0.200063587,0.705390814
Glyco_hydro2_C5,-0.017503214,0.063192521,0.336317185
Glyco_hydro38C2,-0.011406578,0.226022238,0.756446452
Glyco_hydro81C,-0.002126392,0.82144763,0.870043435
Glyco_hydro_1,-0.030341097,0.001277557,0.014291041
Glyco_hydro_10,-0.007991288,0.396346803,0.870043435
Glyco_hydro_100,-0.003649005,0.698544463,0.870043435
Glyco_hydro_101,-0.002181783,0.816877938,0.870043435
Glyco_hydro_106,-0.005601145,0.552192124,0.870043435
Glyco_hydro_108,-0.010552688,0.262699345,0.81213524
Glyco_hydro_109_C,-0.019758634,0.035969287,0.220538964
Glyco_hydro_11,-0.001857096,0.843747825,0.870043435
Glyco_hydro_114,-0.006955337,0.460387415,0.870043435
Glyco_hydro_115,-0.004760103,0.613409029,0.870043435
Glyco_hydro_12,-0.003688205,0.695467161,0.870043435
Glyco_hydro_123_N_2,-0.002151403,0.819383443,0.870043435
Glyco_hydro_125,-0.005567957,0.554549835,0.870043435
Glyco_hydro_129,-0.006027547,0.52234453,0.870043435
Glyco_hydro_130,-0.013472417,0.152731053,0.607225575
Glyco_hydro_14,-0.008296498,0.378556812,0.870043435
Glyco_hydro_15,-0.015132703,0.108231839,0.491690784
Glyco_hydro_16,-0.015578433,0.098227695,0.461826337
Glyco_hydro_17,-0.003070933,0.744475582,0.870043435
Glyco_hydro_18,-0.010050656,0.286086181,0.838270305
Glyco_hydro_19,-0.011276106,0.231376631,0.765700627
Glyco_hydro_2,-0.042618192,6.03E-06,0.000111462
Glyco_hydro_20,-0.013235502,0.160079905,0.624983598
Glyco_hydro_20b,-0.01139422,0.226525593,0.757291704
Glyco_hydro_25,-0.014397149,0.12648492,0.541481284
Glyco_hydro_26,-0.008511951,0.366299425,0.870043435
Glyco_hydro_28,-0.013795507,0.143126515,0.585346844
Glyco_hydro_2_C,-0.042787987,5.54E-06,0.000103155
Glyco_hydro_2_N,-0.042847531,5.37E-06,0.000100263
Glyco_hydro_2_N2,-0.042735252,5.69E-06,0.000105593
Glyco_hydro_3,-0.019990088,0.033850587,0.211254774
Glyco_hydro_30,-0.004780219,0.611910438,0.870043435
Glyco_hydro_30C,-0.006051153,0.520716677,0.870043435
Glyco_hydro_31_2nd,-0.016304138,0.083533107,0.415611444
Glyco_hydro_31_3rd,-0.010683711,0.256819273,0.803419858
Glyco_hydro_32C,-0.028746625,0.002275987,0.023531128
Glyco_hydro_32N,-0.029711033,0.001610174,0.017469557
Glyco_hydro_35,-0.010455443,0.267123171,0.816736885
Glyco_hydro_36,-0.012767462,0.175378863,0.658627296
Glyco_hydro_36C,-0.015772717,0.09410483,0.448475623
Glyco_hydro_36N,-0.016778571,0.07492748,0.383890994
Glyco_hydro_38,-0.003749557,0.690660998,0.870043435
Glyco_hydro_38C,-0.012489716,0.184959109,0.676540882
Glyco_hydro_38N,-0.012700918,0.177639713,0.661388633
Glyco_hydro_39,-0.009794917,0.298524811,0.856439464
Glyco_hydro_39_C,-0.001857743,0.843694081,0.870043435
Glyco_hydro_3_C,-0.016102888,0.087417558,0.427185843
Glyco_hydro_4,-0.020049617,0.033323247,0.208641153
Glyco_hydro_42,-0.019234182,0.041191599,0.244770047
Glyco_hydro_42C,-0.016214979,0.085236423,0.420458367
Glyco_hydro_42M,-0.016842842,0.073819435,0.379562883
Glyco_hydro_43,-0.022101872,0.018973343,0.137019138
Glyco_hydro_46,-0.003080436,0.743712594,0.870043435
Glyco_hydro_49N,-0.002133575,0.820854708,0.870043435
Glyco_hydro_4C,-0.020031375,0.033484093,0.209307339
Glyco_hydro_53,-0.012016849,0.202151236,0.710064133
Glyco_hydro_57,-0.011287311,0.230913286,0.764796354
Glyco_hydro_59,-0.004780219,0.611910438,0.870043435
Glyco_hydro_59_C,-0.001819432,0.846877193,0.870469411
Glyco_hydro_5_C,-0.003015786,0.748908273,0.870043435
Glyco_hydro_6,-0.002937215,0.755238098,0.870043435
Glyco_hydro_62,-0.002222594,0.813515033,0.870043435
Glyco_hydro_63,-0.01224045,0.193881861,0.692701208
Glyco_hydro_64,-0.002098234,0.823772909,0.870043435
Glyco_hydro_65C,-0.011890488,0.206936608,0.720591757
Glyco_hydro_65N,-0.010642329,0.25866647,0.806106212
Glyco_hydro_65m,-0.010642329,0.25866647,0.806106212
Glyco_hydro_66,-0.002772065,0.768596035,0.870043435
Glyco_hydro_67C,-0.003021979,0.748410056,0.870043435
Glyco_hydro_67M,-0.003021979,0.748410056,0.870043435
Glyco_hydro_67N,-0.003021979,0.748410056,0.870043435
Glyco_hydro_68,-0.00690682,0.463522113,0.870043435
Glyco_hydro_70,-0.005712676,0.544304858,0.870043435
Glyco_hydro_71,-0.002126979,0.821399125,0.870043435
Glyco_hydro_76,-0.00364948,0.698507105,0.870043435
Glyco_hydro_77,-0.01506515,0.109816019,0.496183752
Glyco_hydro_78_N,-0.003004189,0.749841492,0.870043435
Glyco_hydro_79C,-0.002095754,0.823977804,0.870043435
Glyco_hydro_79n,-0.002910862,0.757364827,0.870043435
Glyco_hydro_8,-0.006260808,0.50637464,0.870043435
Glyco_hydro_81,-0.002126392,0.82144763,0.870043435
Glyco_hydro_85,-0.00217775,0.817210387,0.870043435
Glyco_hydro_88,-0.013603734,0.14876985,0.598452279
Glyco_hydro_9,-0.004685329,0.61899368,0.870043435
Glyco_hydro_92,-0.005659128,0.548084698,0.870043435
Glyco_hydro_92N,-0.005659128,0.548084698,0.870043435
Glyco_hydro_95_C,-0.006007705,0.523714784,0.870043435
Glyco_hydro_95_cat,-0.010052811,0.285982887,0.838209441
Glyco_hydro_97,-0.006323072,0.502155636,0.870043435
Glyco_hydro_98C,-0.002133575,0.820854708,0.870043435
Glyco_hydro_98M,-0.002133575,0.820854708,0.870043435
Glyco_hydro_cc,-0.008851817,0.347473977,0.870043435
Glyco_tran_28_C,-0.021491577,0.022533182,0.156081196
Glyco_tran_WbsX,-0.009481412,0.314258751,0.870043435
Glyco_tran_WecG,-0.01243267,0.186973831,0.680367777
Glyco_tranf_2_2,-0.035568035,0.000159249,0.00217094
Glyco_tranf_2_3,-0.044532929,2.26E-06,4.51E-05
Glyco_tranf_2_4,-0.018377437,0.05109964,0.286919253
Glyco_tranf_2_5,-0.008341842,0.375956367,0.870043435
Glyco_trans_1_2,-0.033147823,0.00043303,0.005404913
Glyco_trans_1_3,-0.00738549,0.433119381,0.870043435
Glyco_trans_1_4,-0.054064404,9.34E-09,2.72E-07
Glyco_trans_2_3,-0.033161537,0.000430659,0.005381135
Glyco_trans_4_2,-0.031416349,0.000852451,0.009924296
Glyco_trans_4_3,-0.007975672,0.397270389,0.870043435
Glyco_trans_4_4,-0.051510728,4.48E-08,1.20E-06
Glyco_trans_4_5,-0.005344273,0.57056815,0.870043435
Glyco_trans_A_1,-0.001161298,0.901906228,0.912508512
Glyco_transf_11,-0.003761246,0.689746706,0.870043435
Glyco_transf_17,-0.012487369,0.185041693,0.67662836
Glyco_transf_20,-0.016280073,0.083990109,0.416547739
Glyco_transf_21,-0.029769163,0.001576441,0.01716817
Glyco_transf_22,-0.00213996,0.820327703,0.870043435
Glyco_transf_24,-0.008231465,0.382305632,0.870043435
Glyco_transf_25,-0.008722469,0.35456493,0.870043435
Glyco_transf_28,-0.010959391,0.24474725,0.78466847
Glyco_transf_29,-0.003029315,0.747820062,0.870043435
Glyco_transf_34,-0.003690712,0.695270519,0.870043435
Glyco_transf_36,-0.010544128,0.263086709,0.812793527
Glyco_transf_4,-0.05226517,2.84E-08,7.84E-07
Glyco_transf_41,-0.010055387,0.285859444,0.838209441
Glyco_transf_49,-0.001365863,0.884738451,0.896712238
Glyco_transf_5,-0.029456867,0.001765615,0.018784125
Glyco_transf_52,-0.002229805,0.812921173,0.870043435
Glyco_transf_56,-0.002137134,0.820560884,0.870043435
Glyco_transf_61,-0.006749587,0.473762207,0.870043435
Glyco_transf_7C,-0.013545198,0.150525816,0.602364411
Glyco_transf_7N,-0.002239105,0.812155516,0.870043435
Glyco_transf_8,-0.011879206,0.207367836,0.721274189
Glyco_transf_8C,-0.001947869,0.836216053,0.870043435
Glyco_transf_9,-0.014324965,0.128398206,0.546904212
Glyco_transf_90,-0.003631135,0.699948934,0.870043435
Glyco_transf_92,-0.008454549,0.369540657,0.870043435
Glycoamylase,-0.010780295,0.252543662,0.797531777
Glycohydro_20b2,-0.004764109,0.613110502,0.870043435
Glycolipid_bind,-0.003663528,0.697403787,0.870043435
Glycolytic,-0.006750656,0.473692136,0.870043435
Glycos_trans_3N,-0.015148073,0.107873935,0.490966888
Glycos_transf_1,-0.057804954,8.24E-10,2.71E-08
Glycos_transf_2,-0.048789281,2.20E-07,5.21E-06
Glycos_transf_3,-0.014371289,0.127167782,0.542993939
Glycos_transf_4,-0.008968528,0.341153773,0.870043435
Glycos_transf_N,-0.002137134,0.820560884,0.870043435
Glyoxal_oxid_N,-0.004266416,0.650681696,0.870043435
Glyoxalase,-0.055798424,3.09E-09,9.45E-08
Glyoxalase_2,-0.024804009,0.008464371,0.071568616
Glyoxalase_3,-0.026379355,0.005106416,0.046190038
Glyoxalase_4,-0.040635726,1.60E-05,0.000271947
Glyoxalase_5,-0.01401551,0.136856401,0.569190363
Glyoxalase_6,-0.038133705,5.15E-05,0.000786502
Glyoxalase_7,-0.011493748,0.22249453,0.750740028
Glyoxalase_8,-0.012095531,0.199212555,0.703513313
Glyphos_transf,-0.010090607,0.284175156,0.837211578
Gmad1,-0.006025489,0.522486563,0.870043435
Gmad2,-0.003028284,0.747903004,0.870043435
GmrSD_C,-0.036847277,9.15E-05,0.001328597
GmrSD_N,-0.047668798,4.15E-07,9.30E-06
GnsAB_toxin,-0.003177214,0.735956778,0.870043435
GntP_permease,-0.019441939,0.03905067,0.234202486
GntR,-0.0643433,8.14E-12,3.36E-10
Golgin_A5,-0.005924606,0.529473632,0.870043435
Goodbye,-0.002105904,0.823139367,0.870043435
Gp-FAR-1,-0.001875423,0.842226012,0.870043435
Gp10-like,-0.003597018,0.702633166,0.870043435
Gp10_C,-0.004342433,0.644882174,0.870043435
Gp13-like,-0.002689356,0.775312015,0.870043435
Gp138_C,-0.004506715,0.632422704,0.870043435
Gp138_N,-0.008621325,0.360172894,0.870043435
Gp18_domIII_N,-0.009241741,0.326648422,0.870043435
Gp18_dom_I,-0.001977821,0.833734022,0.870043435
Gp23,-0.004427503,0.638417575,0.870043435
Gp3-like,-0.009529611,0.311804896,0.870043435
Gp34_trimer,-0.021263588,0.024004812,0.163815084
Gp37,-0.00285521,0.761862103,0.870043435
Gp38_N,-0.01161405,0.217690977,0.741692774
Gp41_Mu,-0.005538617,0.55663835,0.870043435
Gp44-like_2nd,-0.005639361,0.549483257,0.870043435
Gp44_lid,-0.004721593,0.616282429,0.870043435
Gp49,-0.059068189,3.50E-10,1.19E-08
Gp53-like_C,-0.014001389,0.137252365,0.570220288
Gp58,-0.014306449,0.128892589,0.54812619
Gp5_C,-0.007696453,0.414002636,0.870043435
Gp5_trimer_C,-0.017967297,0.056507465,0.309009289
Gp6-like_1st,-0.020384447,0.030486248,0.197305216
Gp80,-0.001902744,0.839958408,0.870043435
GpA_ATPase,-0.011452689,0.224151235,0.752291049
GpA_nuclease,-0.010891214,0.247694984,0.78869858
GpP-like_1st,-0.004854121,0.606418867,0.870043435
GpP_4th,-0.003152954,0.73789853,0.870043435
Gp_dh_C,-0.012001514,0.202727643,0.711088172
Gp_dh_N,-0.012146511,0.197325219,0.700297559
Gpr1_Fun34_YaaH,-0.010530421,0.263707813,0.813410594
GramPos_pilinBB,-0.023080343,0.014287864,0.109854623
GramPos_pilinD1,-0.023926827,0.011090896,0.089825353
Gram_pos_anchor,-0.026506166,0.004897354,0.044578676
GreA_GreB,-0.015734404,0.094906685,0.450969463
GreA_GreB_N,-0.005655052,0.548372912,0.870043435
Grg1,-0.001938642,0.836980968,0.870043435
GrlR,-0.00556083,0.555056839,0.870043435
GrpB,-0.026000155,0.005780559,0.051560082
GrpE,-0.006777304,0.471948073,0.870043435
GspA_SrpA_N,-0.006548499,0.487037672,0.870043435
GspH,-0.005847563,0.534841378,0.870043435
GspL_C,-0.023149079,0.014000845,0.108515954
GtfA_EBD,-0.003474332,0.712316257,0.870043435
Gtr1_RagA,-0.00367205,0.696734777,0.870043435
GtrA_DPMS_TM,-0.014517934,0.123333169,0.534938485
Guanylate_cyc,-0.023506667,0.012588276,0.099643506
Guanylate_cyc_2,-0.011453046,0.224136803,0.752291049
Guanylate_kin,-0.019007771,0.043637147,0.255659329
GumK_N,-0.0051526,0.584467012,0.870043435
GutM,-0.009878227,0.294433736,0.849814958
GvpD_P-loop,-0.026597357,0.004751835,0.043425445
GvpG,-0.006217984,0.509287168,0.870043435
GvpK,-0.003078423,0.743874215,0.870043435
GvpL_GvpF,-0.003661419,0.69756935,0.870043435
GxGYxYP_C,-0.003795939,0.687035759,0.870043435
GxGYxYP_N,-0.003795939,0.687035759,0.870043435
GxGYxYP_N_2nd,-0.003795939,0.687035759,0.870043435
GxGYxYP_N_3rd,-0.003795939,0.687035759,0.870043435
GyrB_hook,-0.003003092,0.74992981,0.870043435
GyrB_insert,-0.002137134,0.820560884,0.870043435
GyrI-like,-0.024955482,0.008071926,0.068805265
H-kinase_dim,-0.009606613,0.307911042,0.868614251
H2O2_YaaD,-0.007957716,0.398333994,0.870043435
H2TH,-0.005734918,0.542738685,0.870043435
H2TH_5,-0.004975708,0.597432147,0.870043435
HA,-0.013918598,0.139591793,0.576822697
HA2_C,-0.003764754,0.689472434,0.870043435
HA2_N,-0.004728289,0.615782428,0.870043435
HA70_C,-0.007497014,0.42620533,0.870043435
HAAS,-0.007542434,0.423408036,0.870043435
HAAS_TM,-0.001064265,0.910066162,0.919634894
HAB,-0.006371354,0.498896922,0.870043435
HAD,-0.075147551,1.38E-15,8.09E-14
HAD_2,-0.043401998,4.05E-06,7.80E-05
HAD_PNKP,-0.024560307,0.009131658,0.076537363
HAD_SAK_2,-0.034957103,0.000206211,0.002752637
HAGH_C,-0.00358941,0.703232267,0.870043435
HALZ,-0.008718291,0.354795474,0.870043435
HAMP,-0.07186513,2.22E-14,1.18E-12
HAMP_2,-0.015466841,0.100660211,0.468897631
HAMP_N3,-0.004305872,0.64766886,0.870043435
HAP1_N,-0.005482041,0.560676338,0.870043435
HAP2-GCS1,-0.002107912,0.822973515,0.870043435
HARE-HTH,-0.001982804,0.833321317,0.870043435
HARP,-0.006335331,0.501327157,0.870043435
HAS-barrel,-0.00303743,0.747167562,0.870043435
HATPase_c,-0.094553282,8.48E-24,1.06E-21
HATPase_c_2,-0.044637089,2.14E-06,4.29E-05
HATPase_c_3,-0.034521355,0.000247345,0.003240615
HATPase_c_4,-0.008948639,0.342225577,0.870043435
HATPase_c_5,-0.069834133,1.16E-13,5.78E-12
HAT_PRP39_C,-0.003616315,0.701114462,0.870043435
HAT_PRP39_N,-0.001498933,0.873599264,0.8884674
HAT_Syf1_CNRKL1_C,-0.003133788,0.739433718,0.870043435
HAT_Syf1_CNRKL1_N,-0.00377082,0.68899822,0.870043435
HAT_Syf1_M,-0.002219271,0.813788739,0.870043435
